video_path,time_offset,label,bounding_box,x,y
/videos/video_001.mp4,149.0,ball,"738,280,1158,280,1158,520,738,520",474,200.0
/videos/video_001.mp4,150.0,ball,"516,236,936,236,936,476,516,476",363,178.0
/videos/video_001.mp4,151.0,ball,"286,210,706,210,706,450,286,450",248,165.0
/videos/video_001.mp4,152.0,ball,"150,202,570,202,570,442,150,442",180,161.0
/videos/video_001.mp4,153.0,ball,"6,184,426,184,426,424,6,424",108,152.0
/videos/video_001.mp4,154.0,ball,"254,106,674,106,674,346,254,346",232,113.0
/videos/video_001.mp4,155.0,ball,"582,0,1002,0,1002,216,582,216",396,48.0
/videos/video_001.mp4,156.0,ball,"682,108,1102,108,1102,348,682,348",446,114.0
/videos/video_001.mp4,157.0,ball,"688,108,1108,108,1108,348,688,348",449,114.0
/videos/video_001.mp4,158.0,ball,"698,110,1118,110,1118,350,698,350",454,115.0
/videos/video_001.mp4,159.0,ball,"726,134,1146,134,1146,374,726,374",468,127.0
/videos/video_001.mp4,160.0,ball,"730,116,1150,116,1150,356,730,356",470,118.0
/videos/video_001.mp4,161.0,ball,"726,122,1146,122,1146,362,726,362",468,121.0
/videos/video_001.mp4,162.0,ball,"622,98,1042,98,1042,338,622,338",416,109.0
/videos/video_001.mp4,163.0,ball,"708,118,1128,118,1128,358,708,358",459,119.0
/videos/video_001.mp4,164.0,ball,"706,114,1126,114,1126,354,706,354",458,117.0
/videos/video_001.mp4,165.0,ball,"734,128,1154,128,1154,368,734,368",472,124.0
/videos/video_001.mp4,166.0,ball,"770,152,1190,152,1190,392,770,392",490,136.0
/videos/video_001.mp4,167.0,ball,"812,184,1232,184,1232,424,812,424",511,152.0
/videos/video_001.mp4,168.0,ball,"720,142,1140,142,1140,382,720,382",465,131.0
/videos/video_001.mp4,169.0,ball,"704,123,1124,123,1124,363,704,363",457,121.5
/videos/video_001.mp4,170.0,ball,"680,115,1100,115,1100,355,680,355",445,117.5
/videos/video_001.mp4,171.0,ball,"670,119,1090,119,1090,359,670,359",440,119.5
/videos/video_001.mp4,172.0,ball,"662,117,1082,117,1082,357,662,357",436,118.5
/videos/video_001.mp4,173.0,ball,"762,191,1182,191,1182,431,762,431",486,155.5
/videos/video_001.mp4,174.0,ball,"722,197,1142,197,1142,437,722,437",466,158.5
/videos/video_001.mp4,175.0,ball,"660,191,1080,191,1080,431,660,431",435,155.5
/videos/video_001.mp4,176.0,ball,"612,179,1032,179,1032,419,612,419",411,149.5
/videos/video_001.mp4,177.0,ball,"552,173,972,173,972,413,552,413",381,146.5
/videos/video_001.mp4,178.0,ball,"572,157,992,157,992,397,572,397",391,138.5
/videos/video_001.mp4,179.0,ball,"524,133,944,133,944,373,524,373",367,126.5
/videos/video_001.mp4,180.0,ball,"446,87,866,87,866,327,446,327",328,103.5
/videos/video_001.mp4,181.0,ball,"478,83,898,83,898,323,478,323",344,101.5
/videos/video_001.mp4,182.0,ball,"652,111,1072,111,1072,351,652,351",431,115.5
/videos/video_001.mp4,183.0,ball,"710,133,1130,133,1130,373,710,373",460,126.5
/videos/video_001.mp4,184.0,ball,"756,151,1176,151,1176,391,756,391",483,135.5
/videos/video_001.mp4,185.0,ball,"780,169,1200,169,1200,409,780,409",495,144.5
/videos/video_001.mp4,186.0,ball,"774,157,1194,157,1194,397,774,397",492,138.5
/videos/video_001.mp4,187.0,ball,"784,161,1204,161,1204,401,784,401",497,140.5
/videos/video_001.mp4,188.0,ball,"782,215,1202,215,1202,455,782,455",496,167.5
/videos/video_001.mp4,189.0,ball,"768,253,1188,253,1188,493,768,493",489,186.5
/videos/video_001.mp4,190.0,ball,"640,263,1060,263,1060,503,640,503",425,191.5
/videos/video_001.mp4,191.0,ball,"384,297,804,297,804,537,384,537",297,208.5
/videos/video_001.mp4,192.0,ball,"0,357,354,357,354,597,0,597",72,238.5
/videos/video_001.mp4,193.0,ball,"0,349,322,349,322,589,0,589",56,234.5
/videos/video_001.mp4,194.0,ball,"52,171,472,171,472,411,52,411",131,145.5
/videos/video_001.mp4,195.0,ball,"68,61,488,61,488,301,68,301",139,90.5
/videos/video_001.mp4,196.0,ball,"120,101,540,101,540,341,120,341",165,110.5
/videos/video_001.mp4,197.0,ball,"120,101,540,101,540,341,120,341",165,110.5
/videos/video_001.mp4,198.0,ball,"116,103,536,103,536,343,116,343",163,111.5
/videos/video_001.mp4,199.0,ball,"116,105,536,105,536,345,116,345",163,112.5
/videos/video_001.mp4,200.0,ball,"124,99,544,99,544,339,124,339",167,109.5
/videos/video_001.mp4,201.0,ball,"132,101,552,101,552,341,132,341",171,110.5
/videos/video_001.mp4,202.0,ball,"118,99,538,99,538,339,118,339",164,109.5
/videos/video_001.mp4,203.0,ball,"138,95,558,95,558,335,138,335",174,107.5
/videos/video_001.mp4,204.0,ball,"76,151,496,151,496,391,76,391",143,135.5
/videos/video_001.mp4,205.0,ball,"182,95,602,95,602,335,182,335",196,107.5
/videos/video_001.mp4,206.0,ball,"318,121,738,121,738,361,318,361",264,120.5
/videos/video_001.mp4,207.0,ball,"410,107,830,107,830,347,410,347",310,113.5
/videos/video_001.mp4,208.0,ball,"530,91,950,91,950,331,530,331",370,105.5
/videos/video_001.mp4,209.0,ball,"614,101,1034,101,1034,341,614,341",412,110.5
/videos/video_001.mp4,210.0,ball,"630,107,1050,107,1050,347,630,347",420,113.5
/videos/video_001.mp4,211.0,ball,"624,105,1044,105,1044,345,624,345",417,112.5
/videos/video_001.mp4,212.0,ball,"646,95,1066,95,1066,335,646,335",428,107.5
/videos/video_001.mp4,213.0,ball,"668,97,1088,97,1088,337,668,337",439,108.5
/videos/video_001.mp4,214.0,ball,"736,129,1156,129,1156,369,736,369",473,124.5
/videos/video_001.mp4,215.0,ball,"786,157,1206,157,1206,397,786,397",498,138.5
/videos/video_001.mp4,216.0,ball,"780,163,1200,163,1200,403,780,403",495,141.5
/videos/video_001.mp4,217.0,ball,"786,157,1206,157,1206,397,786,397",498,138.5
/videos/video_001.mp4,218.0,ball,"780,157,1200,157,1200,397,780,397",495,138.5
/videos/video_001.mp4,219.0,ball,"746,133,1166,133,1166,373,746,373",478,126.5
/videos/video_001.mp4,220.0,ball,"736,123,1156,123,1156,363,736,363",473,121.5
/videos/video_001.mp4,221.0,ball,"726,117,1146,117,1146,357,726,357",468,118.5
/videos/video_001.mp4,222.0,ball,"716,109,1136,109,1136,349,716,349",463,114.5
/videos/video_001.mp4,223.0,ball,"724,111,1144,111,1144,351,724,351",467,115.5
/videos/video_001.mp4,224.0,ball,"720,113,1140,113,1140,353,720,353",465,116.5
/videos/video_001.mp4,225.0,ball,"720,113,1140,113,1140,353,720,353",465,116.5
/videos/video_001.mp4,226.0,ball,"724,113,1144,113,1144,353,724,353",467,116.5
/videos/video_001.mp4,227.0,ball,"724,117,1144,117,1144,357,724,357",467,118.5
/videos/video_001.mp4,228.0,ball,"726,115,1146,115,1146,355,726,355",468,117.5
/videos/video_001.mp4,229.0,ball,"812,177,1232,177,1232,417,812,417",511,148.5
/videos/video_001.mp4,230.0,ball,"724,115,1144,115,1144,355,724,355",467,117.5
/videos/video_001.mp4,231.0,ball,"718,115,1138,115,1138,355,718,355",464,117.5
/videos/video_001.mp4,232.0,ball,"922,357,1280,357,1280,597,922,597",566,238.5
/videos/video_001.mp4,233.0,ball,"902,381,1280,381,1280,621,902,621",556,250.5
/videos/video_001.mp4,234.0,ball,"418,257,838,257,838,497,418,497",314,188.5
/videos/video_001.mp4,235.0,ball,"114,313,534,313,534,553,114,553",162,216.5
/videos/video_001.mp4,236.0,ball,"0,347,352,347,352,587,0,587",71,233.5
/videos/video_001.mp4,237.0,ball,"0,345,362,345,362,585,0,585",76,232.5
/videos/video_001.mp4,238.0,ball,"92,157,512,157,512,397,92,397",151,138.5
/videos/video_001.mp4,239.0,ball,"62,145,482,145,482,385,62,385",136,132.5
/videos/video_001.mp4,240.0,ball,"72,141,492,141,492,381,72,381",141,130.5
/videos/video_001.mp4,241.0,ball,"104,131,524,131,524,371,104,371",157,125.5
/videos/video_001.mp4,242.0,ball,"104,121,524,121,524,361,104,361",157,120.5
/videos/video_001.mp4,243.0,ball,"30,165,450,165,450,405,30,405",120,142.5
/videos/video_001.mp4,244.0,ball,"0,173,410,173,410,413,0,413",100,146.5
/videos/video_001.mp4,245.0,ball,"0,179,412,179,412,419,0,419",101,149.5
/videos/video_001.mp4,246.0,ball,"2,173,422,173,422,413,2,413",106,146.5
/videos/video_001.mp4,247.0,ball,"0,197,404,197,404,437,0,437",97,158.5
/videos/video_001.mp4,248.0,ball,"0,203,410,203,410,443,0,443",100,161.5
/videos/video_001.mp4,249.0,ball,"14,195,434,195,434,435,14,435",112,157.5
/videos/video_001.mp4,250.0,ball,"200,125,620,125,620,365,200,365",205,122.5
/videos/video_001.mp4,251.0,ball,"340,97,760,97,760,337,340,337",275,108.5
/videos/video_001.mp4,252.0,ball,"412,91,832,91,832,331,412,331",311,105.5
/videos/video_001.mp4,253.0,ball,"488,83,908,83,908,323,488,323",349,101.5
/videos/video_001.mp4,254.0,ball,"544,83,964,83,964,323,544,323",377,101.5
/videos/video_001.mp4,255.0,ball,"624,87,1044,87,1044,327,624,327",417,103.5
/videos/video_001.mp4,256.0,ball,"704,119,1124,119,1124,359,704,359",457,119.5
/videos/video_001.mp4,257.0,ball,"636,105,1056,105,1056,345,636,345",423,112.5
/videos/video_001.mp4,258.0,ball,"678,155,1098,155,1098,395,678,395",444,137.5
/videos/video_001.mp4,259.0,ball,"688,111,1108,111,1108,351,688,351",449,115.5
/videos/video_001.mp4,260.0,ball,"770,177,1190,177,1190,417,770,417",490,148.5
/videos/video_001.mp4,261.0,ball,"876,263,1280,263,1280,503,876,503",543,191.5
/videos/video_001.mp4,262.0,ball,"928,295,1280,295,1280,535,928,535",569,207.5
/videos/video_001.mp4,263.0,ball,"898,267,1280,267,1280,507,898,507",554,193.5
/videos/video_001.mp4,264.0,ball,"984,395,1280,395,1280,635,984,635",597,257.5
/videos/video_001.mp4,265.0,ball,"958,391,1280,391,1280,631,958,631",584,255.5
/videos/video_001.mp4,266.0,ball,"938,369,1280,369,1280,609,938,609",574,244.5
/videos/video_001.mp4,267.0,ball,"884,275,1280,275,1280,515,884,515",547,197.5
/videos/video_001.mp4,268.0,ball,"932,337,1280,337,1280,577,932,577",571,228.5
/videos/video_001.mp4,269.0,ball,"842,253,1262,253,1262,493,842,493",526,186.5
/videos/video_001.mp4,270.0,ball,"762,273,1182,273,1182,513,762,513",486,196.5
/videos/video_001.mp4,271.0,ball,"668,245,1088,245,1088,485,668,485",439,182.5
/videos/video_001.mp4,272.0,ball,"222,143,642,143,642,383,222,383",216,131.5
/videos/video_001.mp4,273.0,ball,"52,151,472,151,472,391,52,391",131,135.5
/videos/video_001.mp4,274.0,ball,"146,107,566,107,566,347,146,347",178,113.5
/videos/video_001.mp4,275.0,ball,"78,127,498,127,498,367,78,367",144,123.5
/videos/video_001.mp4,276.0,ball,"144,105,564,105,564,345,144,345",177,112.5
/videos/video_001.mp4,277.0,ball,"280,73,700,73,700,313,280,313",245,96.5
/videos/video_001.mp4,278.0,ball,"346,77,766,77,766,317,346,317",278,98.5
/videos/video_001.mp4,279.0,ball,"418,73,838,73,838,313,418,313",314,96.5
/videos/video_001.mp4,280.0,ball,"580,88,1000,88,1000,328,580,328",395,104.0
/videos/video_001.mp4,282.0,ball,"652,110,1072,110,1072,350,652,350",431,115.0
/videos/video_001.mp4,283.0,ball,"926,322,1280,322,1280,562,926,562",568,221.0
/videos/video_001.mp4,284.0,ball,"962,368,1280,368,1280,608,962,608",586,244.0
/videos/video_001.mp4,285.0,ball,"974,406,1280,406,1280,646,974,646",592,263.0
/videos/video_001.mp4,286.0,ball,"958,394,1280,394,1280,634,958,634",584,257.0
/videos/video_001.mp4,287.0,ball,"988,400,1280,400,1280,640,988,640",599,260.0
/videos/video_001.mp4,288.0,ball,"980,400,1280,400,1280,640,980,640",595,260.0
/videos/video_001.mp4,289.0,ball,"822,248,1242,248,1242,488,822,488",516,184.0
/videos/video_001.mp4,290.0,ball,"798,230,1218,230,1218,470,798,470",504,175.0
/videos/video_001.mp4,291.0,ball,"790,208,1210,208,1210,448,790,448",500,164.0
/videos/video_001.mp4,292.0,ball,"652,114,1072,114,1072,354,652,354",431,117.0
/videos/video_001.mp4,293.0,ball,"576,104,996,104,996,344,576,344",393,112.0
/videos/video_001.mp4,294.0,ball,"548,96,968,96,968,336,548,336",379,108.0
/videos/video_001.mp4,295.0,ball,"558,100,978,100,978,340,558,340",384,110.0
/videos/video_001.mp4,296.0,ball,"646,142,1066,142,1066,382,646,382",428,131.0
/videos/video_001.mp4,297.0,ball,"622,136,1042,136,1042,376,622,376",416,128.0
/videos/video_001.mp4,298.0,ball,"542,120,962,120,962,360,542,360",376,120.0
/videos/video_001.mp4,299.0,ball,"286,108,706,108,706,348,286,348",248,114.0
/videos/video_001.mp4,300.0,ball,"144,126,564,126,564,366,144,366",177,123.0
/videos/video_001.mp4,301.0,ball,"118,104,538,104,538,344,118,344",164,112.0
/videos/video_001.mp4,302.0,ball,"20,154,440,154,440,394,20,394",115,137.0
/videos/video_001.mp4,303.0,ball,"0,162,418,162,418,402,0,402",104,141.0
/videos/video_001.mp4,304.0,ball,"0,184,394,184,394,424,0,424",92,152.0
/videos/video_001.mp4,305.0,ball,"0,190,396,190,396,430,0,430",93,155.0
/videos/video_001.mp4,306.0,ball,"2,176,422,176,422,416,2,416",106,148.0
/videos/video_001.mp4,307.0,ball,"0,194,408,194,408,434,0,434",99,157.0
/videos/video_001.mp4,308.0,ball,"0,190,406,190,406,430,0,430",98,155.0
/videos/video_001.mp4,309.0,ball,"0,204,418,204,418,444,0,444",104,162.0
/videos/video_001.mp4,310.0,ball,"96,154,516,154,516,394,96,394",153,137.0
/videos/video_001.mp4,311.0,ball,"266,112,686,112,686,352,266,352",238,116.0
/videos/video_001.mp4,312.0,ball,"296,118,716,118,716,358,296,358",253,119.0
/videos/video_001.mp4,313.0,ball,"374,120,794,120,794,360,374,360",292,120.0
/videos/video_001.mp4,314.0,ball,"434,102,854,102,854,342,434,342",322,111.0
/videos/video_001.mp4,315.0,ball,"438,118,858,118,858,358,438,358",324,119.0
/videos/video_001.mp4,316.0,ball,"598,194,1018,194,1018,434,598,434",404,157.0
/videos/video_001.mp4,317.0,ball,"774,308,1194,308,1194,548,774,548",492,214.0
/videos/video_001.mp4,318.0,ball,"802,196,1222,196,1222,436,802,436",506,158.0
/videos/video_001.mp4,319.0,ball,"728,112,1148,112,1148,352,728,352",469,116.0
/videos/video_001.mp4,320.0,ball,"732,128,1152,128,1152,368,732,368",471,124.0
/videos/video_001.mp4,321.0,ball,"788,172,1208,172,1208,412,788,412",499,146.0
/videos/video_001.mp4,322.0,ball,"780,166,1200,166,1200,406,780,406",495,143.0
/videos/video_001.mp4,323.0,ball,"764,162,1184,162,1184,402,764,402",487,141.0
/videos/video_001.mp4,324.0,ball,"756,156,1176,156,1176,396,756,396",483,138.0
/videos/video_001.mp4,325.0,ball,"758,154,1178,154,1178,394,758,394",484,137.0
/videos/video_001.mp4,326.0,ball,"758,158,1178,158,1178,398,758,398",484,139.0
/videos/video_001.mp4,327.0,ball,"784,178,1204,178,1204,418,784,418",497,149.0
